,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
110,car_1,"SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;",What is the number of car models that are produced by each maker and what is the id and full name of each maker?,"['SELECT', 'Count', '(', '*', ')', ',', 'T2.FullName', ',', 'T2.id', 'FROM', 'MODEL_LIST', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.Maker', '=', 'T2.Id', 'GROUP', 'BY', 'T2.id', ';']","['select', 'count', '(', '*', ')', ',', 't2', '.', 'fullname', ',', 't2', '.', 'id', 'from', 'model_list', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'maker', '=', 't2', '.', 'id', 'group', 'by', 't2', '.', 'id']","['What', 'is', 'the', 'number', 'of', 'car', 'models', 'that', 'are', 'produced', 'by', 'each', 'maker', 'and', 'what', 'is', 'the', 'id', 'and', 'full', 'name', 'of', 'each', 'maker', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the number of car models that are produced by each maker and what is the id and full name of each maker? <query> "," 

SELECT  car_model_id ,  maker_id ,  maker_name FROM car_model"
111,car_1,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,What is the accelerate of the car make amc hornet sportabout (sw)?,"['SELECT', 'T1.Accelerate', 'FROM', 'CARS_DATA', 'AS', 'T1', 'JOIN', 'CAR_NAMES', 'AS', 'T2', 'ON', 'T1.Id', '=', 'T2.MakeId', 'WHERE', 'T2.Make', '=', ""'amc"", 'hornet', 'sportabout', '(', 'sw', ')', ""'"", ';']","['select', 't1', '.', 'accelerate', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't2', '.', 'make', '=', 'value']","['What', 'is', 'the', 'accelerate', 'of', 'the', 'car', 'make', 'amc', 'hornet', 'sportabout', '(', 'sw', ')', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the accelerate of the car make amc hornet sportabout (sw)? <query> "," 

SELECT  * FROM  car_make  WHERE  make  =  ""amc""  AND  model  =  ""hornet""  AND  accelerate  =  ""sport"""
112,car_1,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,How much does the car accelerate that makes amc hornet sportabout (sw)?,"['SELECT', 'T1.Accelerate', 'FROM', 'CARS_DATA', 'AS', 'T1', 'JOIN', 'CAR_NAMES', 'AS', 'T2', 'ON', 'T1.Id', '=', 'T2.MakeId', 'WHERE', 'T2.Make', '=', ""'amc"", 'hornet', 'sportabout', '(', 'sw', ')', ""'"", ';']","['select', 't1', '.', 'accelerate', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't2', '.', 'make', '=', 'value']","['How', 'much', 'does', 'the', 'car', 'accelerate', 'that', 'makes', 'amc', 'hornet', 'sportabout', '(', 'sw', ')', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How much does the car accelerate that makes amc hornet sportabout (sw)? <query> "," 

SELECT  SUM(amc_hornet_sportabout_acceleration) FROM  car"
113,car_1,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,How many car makers are there in france?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'CAR_MAKERS', 'AS', 'T1', 'JOIN', 'COUNTRIES', 'AS', 'T2', 'ON', 'T1.Country', '=', 'T2.CountryId', 'WHERE', 'T2.CountryName', '=', ""'france"", ""'"", ';']","['select', 'count', '(', '*', ')', 'from', 'car_makers', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'country', '=', 't2', '.', 'countryid', 'where', 't2', '.', 'countryname', '=', 'value']","['How', 'many', 'car', 'makers', 'are', 'there', 'in', 'france', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many car makers are there in france? <query> "," 

SELECT count(*) FROM car_maker WHERE country_code = 'FRA'"
114,car_1,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,What is the number of makers of care in France?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'CAR_MAKERS', 'AS', 'T1', 'JOIN', 'COUNTRIES', 'AS', 'T2', 'ON', 'T1.Country', '=', 'T2.CountryId', 'WHERE', 'T2.CountryName', '=', ""'france"", ""'"", ';']","['select', 'count', '(', '*', ')', 'from', 'car_makers', 'as', 't1', 'join', 'countries', 'as', 't2', 'on', 't1', '.', 'country', '=', 't2', '.', 'countryid', 'where', 't2', '.', 'countryname', '=', 'value']","['What', 'is', 'the', 'number', 'of', 'makers', 'of', 'care', 'in', 'France', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the number of makers of care in France? <query> "," 

SELECT COUNT(*) FROM care_maker"
115,car_1,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,How many car models are produced in the usa?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'MODEL_LIST', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.Maker', '=', 'T2.Id', 'JOIN', 'COUNTRIES', 'AS', 'T3', 'ON', 'T2.Country', '=', 'T3.CountryId', 'WHERE', 'T3.CountryName', '=', ""'usa"", ""'"", ';']","['select', 'count', '(', '*', ')', 'from', 'model_list', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'maker', '=', 't2', '.', 'id', 'join', 'countries', 'as', 't3', 'on', 't2', '.', 'country', '=', 't3', '.', 'countryid', 'where', 't3', '.', 'countryname', '=', 'value']","['How', 'many', 'car', 'models', 'are', 'produced', 'in', 'the', 'usa', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many car models are produced in the usa? <query> "," 

SELECT count(*) FROM car_model WHERE country_code = 'USA'"
116,car_1,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,What is the count of the car models produced in the United States?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'MODEL_LIST', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.Maker', '=', 'T2.Id', 'JOIN', 'COUNTRIES', 'AS', 'T3', 'ON', 'T2.Country', '=', 'T3.CountryId', 'WHERE', 'T3.CountryName', '=', ""'usa"", ""'"", ';']","['select', 'count', '(', '*', ')', 'from', 'model_list', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'maker', '=', 't2', '.', 'id', 'join', 'countries', 'as', 't3', 'on', 't2', '.', 'country', '=', 't3', '.', 'countryid', 'where', 't3', '.', 'countryname', '=', 'value']","['What', 'is', 'the', 'count', 'of', 'the', 'car', 'models', 'produced', 'in', 'the', 'United', 'States', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the count of the car models produced in the United States? <query> "," 

SELECT COUNT(*) FROM car_model WHERE country_code = 'USA'"
117,car_1,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,What is the average miles per gallon(mpg) of the cars with 4 cylinders?,"['SELECT', 'avg', '(', 'mpg', ')', 'FROM', 'CARS_DATA', 'WHERE', 'Cylinders', '=', '4', ';']","['select', 'avg', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value']","['What', 'is', 'the', 'average', 'miles', 'per', 'gallon', '(', 'mpg', ')', 'of', 'the', 'cars', 'with', '4', 'cylinders', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average miles per gallon(mpg) of the cars with 4 cylinders? <query> "," 

SELECT AVG(mpg) FROM cars WHERE cylinders = 4"
118,car_1,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,What is the average miles per gallon of all the cards with 4 cylinders?,"['SELECT', 'avg', '(', 'mpg', ')', 'FROM', 'CARS_DATA', 'WHERE', 'Cylinders', '=', '4', ';']","['select', 'avg', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value']","['What', 'is', 'the', 'average', 'miles', 'per', 'gallon', 'of', 'all', 'the', 'cards', 'with', '4', 'cylinders', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average miles per gallon of all the cards with 4 cylinders? <query> "," 

SELECT AVG(miles_per_gallon) FROM cards WHERE cylinders = 4"
119,car_1,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,What is the smallest weight of the car produced with 8 cylinders on 1974 ?,"['select', 'min', '(', 'weight', ')', 'from', 'cars_data', 'where', 'cylinders', '=', '8', 'and', 'year', '=', '1974']","['select', 'min', '(', 'weight', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value', 'and', 'year', '=', 'value']","['What', 'is', 'the', 'smallest', 'weight', 'of', 'the', 'car', 'produced', 'with', '8', 'cylinders', 'on', '1974', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the smallest weight of the car produced with 8 cylinders on 1974 ? <query> "," 

SELECT MIN(weight) FROM car WHERE cylinders = 8 AND year = 1974"
120,car_1,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,What is the minimum weight of the car with 8 cylinders produced in 1974 ?,"['select', 'min', '(', 'weight', ')', 'from', 'cars_data', 'where', 'cylinders', '=', '8', 'and', 'year', '=', '1974']","['select', 'min', '(', 'weight', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value', 'and', 'year', '=', 'value']","['What', 'is', 'the', 'minimum', 'weight', 'of', 'the', 'car', 'with', '8', 'cylinders', 'produced', 'in', '1974', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the minimum weight of the car with 8 cylinders produced in 1974 ? <query> "," 

SELECT MIN(weight) FROM car WHERE cylinder_count = 8 AND year = 1974"
121,car_1,"SELECT Maker ,  Model FROM MODEL_LIST;",What are all the makers and models?,"['SELECT', 'Maker', ',', 'Model', 'FROM', 'MODEL_LIST', ';']","['select', 'maker', ',', 'model', 'from', 'model_list']","['What', 'are', 'all', 'the', 'makers', 'and', 'models', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are all the makers and models? <query> "," 

SELECT DISTINCT maker, model FROM cars"
122,car_1,"SELECT Maker ,  Model FROM MODEL_LIST;",What are the makers and models?,"['SELECT', 'Maker', ',', 'Model', 'FROM', 'MODEL_LIST', ';']","['select', 'maker', ',', 'model', 'from', 'model_list']","['What', 'are', 'the', 'makers', 'and', 'models', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the makers and models? <query> "," 

SELECT  maker ,  model FROM  products"
123,car_1,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",What are the countries having at least one car maker? List name and id.,"['SELECT', 'T1.CountryName', ',', 'T1.CountryId', 'FROM', 'COUNTRIES', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.CountryId', '=', 'T2.Country', 'GROUP', 'BY', 'T1.CountryId', 'HAVING', 'count', '(', '*', ')', '>', '=', '1', ';']","['select', 't1', '.', 'countryname', ',', 't1', '.', 'countryid', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['What', 'are', 'the', 'countries', 'having', 'at', 'least', 'one', 'car', 'maker', '?', 'List', 'name', 'and', 'id', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the countries having at least one car maker? List name and id. <query> "," 

SELECT  country_name ,  country_id  FROM  country  WHERE  car_maker_count  >=  1"
124,car_1,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",What are the names and ids of all countries with at least one car maker?,"['SELECT', 'T1.CountryName', ',', 'T1.CountryId', 'FROM', 'COUNTRIES', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.CountryId', '=', 'T2.Country', 'GROUP', 'BY', 'T1.CountryId', 'HAVING', 'count', '(', '*', ')', '>', '=', '1', ';']","['select', 't1', '.', 'countryname', ',', 't1', '.', 'countryid', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['What', 'are', 'the', 'names', 'and', 'ids', 'of', 'all', 'countries', 'with', 'at', 'least', 'one', 'car', 'maker', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names and ids of all countries with at least one car maker? <query> "," 

SELECT  country_name ,  country_id  FROM countries  WHERE  country_id  IN  ( SELECT  country_id  FROM cars  GROUP BY  country_id  HAVING  COUNT(*)  >=  1 )"
125,car_1,SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;,What is the number of the cars with horsepower more than 150?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'CARS_DATA', 'WHERE', 'horsepower', '>', '150', ';']","['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'horsepower', '>', 'value']","['What', 'is', 'the', 'number', 'of', 'the', 'cars', 'with', 'horsepower', 'more', 'than', '150', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the number of the cars with horsepower more than 150? <query> "," 

SELECT COUNT(*) FROM cars WHERE horsepower > 150"
126,car_1,SELECT count(*) FROM CARS_DATA WHERE horsepower  >  150;,What is the number of cars with a horsepower greater than 150?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'CARS_DATA', 'WHERE', 'horsepower', '>', '150', ';']","['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'horsepower', '>', 'value']","['What', 'is', 'the', 'number', 'of', 'cars', 'with', 'a', 'horsepower', 'greater', 'than', '150', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the number of cars with a horsepower greater than 150? <query> "," 

SELECT COUNT(*) FROM cars WHERE horsepower > 150"
127,car_1,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;",What is the average weight of cars each year?,"['SELECT', 'avg', '(', 'Weight', ')', ',', 'YEAR', 'FROM', 'CARS_DATA', 'GROUP', 'BY', 'YEAR', ';']","['select', 'avg', '(', 'weight', ')', ',', 'year', 'from', 'cars_data', 'group', 'by', 'year']","['What', 'is', 'the', 'average', 'weight', 'of', 'cars', 'each', 'year', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average weight of cars each year? <query> "," 

SELECT AVG(weight) FROM car"
128,car_1,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;",What is the average weight and year for each year?,"['SELECT', 'avg', '(', 'Weight', ')', ',', 'YEAR', 'FROM', 'CARS_DATA', 'GROUP', 'BY', 'YEAR', ';']","['select', 'avg', '(', 'weight', ')', ',', 'year', 'from', 'cars_data', 'group', 'by', 'year']","['What', 'is', 'the', 'average', 'weight', 'and', 'year', 'for', 'each', 'year', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average weight and year for each year? <query> "," 

SELECT  year ,  avg(weight) AS avg_weight ,  year FROM  ""weight"" GROUP BY  year"
129,car_1,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,Which countries in europe have at least 3 car manufacturers?,"['SELECT', 'T1.CountryName', 'FROM', 'COUNTRIES', 'AS', 'T1', 'JOIN', 'CONTINENTS', 'AS', 'T2', 'ON', 'T1.Continent', '=', 'T2.ContId', 'JOIN', 'CAR_MAKERS', 'AS', 'T3', 'ON', 'T1.CountryId', '=', 'T3.Country', 'WHERE', 'T2.Continent', '=', ""'europe"", ""'"", 'GROUP', 'BY', 'T1.CountryName', 'HAVING', 'count', '(', '*', ')', '>', '=', '3', ';']","['select', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'continents', 'as', 't2', 'on', 't1', '.', 'continent', '=', 't2', '.', 'contid', 'join', 'car_makers', 'as', 't3', 'on', 't1', '.', 'countryid', '=', 't3', '.', 'country', 'where', 't2', '.', 'continent', '=', 'value', 'group', 'by', 't1', '.', 'countryname', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['Which', 'countries', 'in', 'europe', 'have', 'at', 'least', '3', 'car', 'manufacturers', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which countries in europe have at least 3 car manufacturers? <query> "," 

SELECT  country FROM  manufacturers WHERE  count(*) >= 3"
130,car_1,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,What are the names of all European countries with at least 3 manufacturers?,"['SELECT', 'T1.CountryName', 'FROM', 'COUNTRIES', 'AS', 'T1', 'JOIN', 'CONTINENTS', 'AS', 'T2', 'ON', 'T1.Continent', '=', 'T2.ContId', 'JOIN', 'CAR_MAKERS', 'AS', 'T3', 'ON', 'T1.CountryId', '=', 'T3.Country', 'WHERE', 'T2.Continent', '=', ""'europe"", ""'"", 'GROUP', 'BY', 'T1.CountryName', 'HAVING', 'count', '(', '*', ')', '>', '=', '3', ';']","['select', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'continents', 'as', 't2', 'on', 't1', '.', 'continent', '=', 't2', '.', 'contid', 'join', 'car_makers', 'as', 't3', 'on', 't1', '.', 'countryid', '=', 't3', '.', 'country', 'where', 't2', '.', 'continent', '=', 'value', 'group', 'by', 't1', '.', 'countryname', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'all', 'European', 'countries', 'with', 'at', 'least', '3', 'manufacturers', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of all European countries with at least 3 manufacturers? <query> "," 

SELECT  country_name FROM  manufacturers  WHERE  country_name  LIKE  'Europe%'  AND  manufacturer_count  >=  3"
131,car_1,"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",What is the maximum horsepower and the make of the car models with 3 cylinders?,"['SELECT', 'T2.horsepower', ',', 'T1.Make', 'FROM', 'CAR_NAMES', 'AS', 'T1', 'JOIN', 'CARS_DATA', 'AS', 'T2', 'ON', 'T1.MakeId', '=', 'T2.Id', 'WHERE', 'T2.cylinders', '=', '3', 'ORDER', 'BY', 'T2.horsepower', 'DESC', 'LIMIT', '1', ';']","['select', 't2', '.', 'horsepower', ',', 't1', '.', 'make', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't2', '.', 'cylinders', '=', 'value', 'order', 'by', 't2', '.', 'horsepower', 'desc', 'limit', 'value']","['What', 'is', 'the', 'maximum', 'horsepower', 'and', 'the', 'make', 'of', 'the', 'car', 'models', 'with', '3', 'cylinders', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the maximum horsepower and the make of the car models with 3 cylinders? <query> "," 

SELECT MAX(power) ,  model FROM car GROUP BY model"
132,car_1,"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",What is the largest amount of horsepower for the models with 3 cylinders and what make is it?,"['SELECT', 'T2.horsepower', ',', 'T1.Make', 'FROM', 'CAR_NAMES', 'AS', 'T1', 'JOIN', 'CARS_DATA', 'AS', 'T2', 'ON', 'T1.MakeId', '=', 'T2.Id', 'WHERE', 'T2.cylinders', '=', '3', 'ORDER', 'BY', 'T2.horsepower', 'DESC', 'LIMIT', '1', ';']","['select', 't2', '.', 'horsepower', ',', 't1', '.', 'make', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't2', '.', 'cylinders', '=', 'value', 'order', 'by', 't2', '.', 'horsepower', 'desc', 'limit', 'value']","['What', 'is', 'the', 'largest', 'amount', 'of', 'horsepower', 'for', 'the', 'models', 'with', '3', 'cylinders', 'and', 'what', 'make', 'is', 'it', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the largest amount of horsepower for the models with 3 cylinders and what make is it? <query> "," 

SELECT MAX(horsepower) ,  model_name FROM cars WHERE  cylinder_count = 3"
133,car_1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;,"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.","['SELECT', 'T1.Model', 'FROM', 'CAR_NAMES', 'AS', 'T1', 'JOIN', 'CARS_DATA', 'AS', 'T2', 'ON', 'T1.MakeId', '=', 'T2.Id', 'ORDER', 'BY', 'T2.mpg', 'DESC', 'LIMIT', '1', ';']","['select', 't1', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'order', 'by', 't2', '.', 'mpg', 'desc', 'limit', 'value']","['Which', 'model', 'saves', 'the', 'most', 'gasoline', '?', 'That', 'is', 'to', 'say', ',', 'have', 'the', 'maximum', 'miles', 'per', 'gallon', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which model saves the most gasoline? That is to say, have the maximum miles per gallon. <query> "," 

SELECT  model_name ,  miles_per_gallon  FROM  model  ORDER BY  miles_per_gallon DESC LIMIT 1"
134,car_1,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;,What is the car model with the highest mpg ?,"['select', 't1.model', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1.makeid', '=', 't2.id', 'order', 'by', 't2.mpg', 'desc', 'limit', '1', ';']","['select', 't1', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'order', 'by', 't2', '.', 'mpg', 'desc', 'limit', 'value']","['What', 'is', 'the', 'car', 'model', 'with', 'the', 'highest', 'mpg', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the car model with the highest mpg ? <query> "," 

SELECT  * FROM  car_model  ORDER BY  mpg DESC LIMIT 1"
135,car_1,SELECT avg(horsepower) FROM CARS_DATA WHERE YEAR  <  1980;,What is the average horsepower of the cars before 1980?,"['SELECT', 'avg', '(', 'horsepower', ')', 'FROM', 'CARS_DATA', 'WHERE', 'YEAR', '<', '1980', ';']","['select', 'avg', '(', 'horsepower', ')', 'from', 'cars_data', 'where', 'year', '<', 'value']","['What', 'is', 'the', 'average', 'horsepower', 'of', 'the', 'cars', 'before', '1980', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average horsepower of the cars before 1980? <query> "," 

SELECT AVG(horsepower) FROM cars WHERE year < 1980"
136,car_1,select avg(horsepower) from cars_data where year  <  1980;,What is the average horsepower for all cars produced before 1980 ?,"['select', 'avg', '(', 'horsepower', ')', 'from', 'cars_data', 'where', 'year', '<', '1980', ';']","['select', 'avg', '(', 'horsepower', ')', 'from', 'cars_data', 'where', 'year', '<', 'value']","['What', 'is', 'the', 'average', 'horsepower', 'for', 'all', 'cars', 'produced', 'before', '1980', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average horsepower for all cars produced before 1980 ? <query> "," 

SELECT AVG(horsepower) FROM cars WHERE year < 1980"
137,car_1,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,What is the average edispl of the cars of model volvo?,"['SELECT', 'avg', '(', 'T2.edispl', ')', 'FROM', 'CAR_NAMES', 'AS', 'T1', 'JOIN', 'CARS_DATA', 'AS', 'T2', 'ON', 'T1.MakeId', '=', 'T2.Id', 'WHERE', 'T1.Model', '=', ""'volvo"", ""'"", ';']","['select', 'avg', '(', 't2', '.', 'edispl', ')', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't1', '.', 'model', '=', 'value']","['What', 'is', 'the', 'average', 'edispl', 'of', 'the', 'cars', 'of', 'model', 'volvo', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average edispl of the cars of model volvo? <query> "," 

SELECT AVG(edispl) FROM cars WHERE model = 'volvo'"
138,car_1,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,What is the average edispl for all volvos?,"['SELECT', 'avg', '(', 'T2.edispl', ')', 'FROM', 'CAR_NAMES', 'AS', 'T1', 'JOIN', 'CARS_DATA', 'AS', 'T2', 'ON', 'T1.MakeId', '=', 'T2.Id', 'WHERE', 'T1.Model', '=', ""'volvo"", ""'"", ';']","['select', 'avg', '(', 't2', '.', 'edispl', ')', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't1', '.', 'model', '=', 'value']","['What', 'is', 'the', 'average', 'edispl', 'for', 'all', 'volvos', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average edispl for all volvos? <query> "," 

SELECT AVG(edispl) FROM cars WHERE brand = 'volvo'"
139,car_1,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",What is the maximum accelerate for different number of cylinders?,"['SELECT', 'max', '(', 'Accelerate', ')', ',', 'Cylinders', 'FROM', 'CARS_DATA', 'GROUP', 'BY', 'Cylinders', ';']","['select', 'max', '(', 'accelerate', ')', ',', 'cylinders', 'from', 'cars_data', 'group', 'by', 'cylinders']","['What', 'is', 'the', 'maximum', 'accelerate', 'for', 'different', 'number', 'of', 'cylinders', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the maximum accelerate for different number of cylinders? <query> "," 

SELECT MAX(accelerate) FROM  cylinder"
